Country_Code,Year,Country_Name,FEC_Mtoe,FEC_FF55_Target_Mtoe,FEC_Impl_Gap_Mtoe,FEC_Impl_Gap_Pct,GHG_MtCO2eq,GHG_FF55_Target_Mt,GHG_Impl_Gap_Mt,GHG_Impl_Gap_Pct,RES_Share_Pct,RES_FF55_Target_Pct,RES_Impl_Gap_Pct,GDP_per_capita_PPP,Population,Composite_Gap_Score,Composite_Rank_Desc
AT,2005,Austria,26.29,21.6104,4.6796,17.8,96.4267,36.0799,60.3468,62.5831,24.353,57.0,-32.647,34787.5,8227829,-0.6688,16.0
AT,2006,Austria,26.37,21.6104,4.7596,18.0494,93.9886,36.0799,57.9087,61.6125,26.276,57.0,-30.724,37399.1,8268641,-0.5812,15.0
AT,2007,Austria,25.95,21.6104,4.3396,16.723,91.0048,36.0799,54.925,60.3539,28.144,57.0,-28.856,39195.2,8295487,-0.4314,13.0
AT,2008,Austria,25.98,21.6104,4.3696,16.8192,90.5976,36.0799,54.5177,60.1757,28.788,57.0,-28.212,41046.5,8321496,-0.4087,15.0
AT,2009,Austria,25.17,21.6104,3.5596,14.1423,82.997,36.0799,46.9171,56.5287,31.039,57.0,-25.961,40674.5,8343323,-0.1328,15.0
AT,2010,Austria,26.47,21.6104,4.8596,18.359,89.121,36.0799,53.0412,59.5159,31.205,57.0,-25.795,41751.8,8363404,-0.3663,15.0
AT,2011,Austria,25.62,21.6104,4.0096,15.6504,87.33,36.0799,51.2501,58.6856,31.552,57.0,-25.448,44187.8,8391643,-0.2336,16.0
AT,2012,Austria,25.69,21.6104,4.0796,15.8802,83.9774,36.0799,47.8976,57.0363,32.734,57.0,-24.266,46176.6,8429991,-0.1536,16.0
AT,2013,Austria,26.24,21.6104,4.6296,17.6434,84.4903,36.0799,48.4105,57.2971,32.665,57.0,-24.335,47534.2,8479823,-0.2248,19.0
AT,2014,Austria,25.18,21.6104,3.5696,14.1764,80.8206,36.0799,44.7408,55.3581,33.55,57.0,-23.45,48369.0,8507786,-0.0234,19.0
AT,2015,Austria,25.92,21.6104,4.3096,16.6266,82.2617,36.0799,46.1818,56.1401,33.497,57.0,-23.503,49638.4,8584926,-0.1295,18.0
AT,2016,Austria,26.59,21.6104,4.9796,18.7274,82.7008,36.0799,46.6209,56.373,33.37,57.0,-23.63,52379.0,8700471,-0.2146,20.0
AT,2017,Austria,26.94,21.6104,5.3296,19.7833,84.8577,36.0799,48.7778,57.4819,33.136,57.0,-23.864,53884.9,8772865,-0.2939,20.0
AT,2018,Austria,26.54,21.6104,4.9296,18.5743,81.7926,36.0799,45.7127,55.8885,33.784,57.0,-23.216,56654.5,8822267,-0.1824,19.0
AT,2019,Austria,26.82,21.6104,5.2096,19.4244,83.1342,36.0799,47.0544,56.6005,33.755,57.0,-23.245,60370.5,8858775,-0.2351,22.0
AT,2020,Austria,24.93,21.6104,3.3196,13.3158,76.9727,36.0799,40.8928,53.1264,36.545,57.0,-20.455,58522.9,8901064,0.1554,21.0
AT,2021,Austria,26.41,21.6104,4.7996,18.1735,80.0781,36.0799,43.9982,54.9441,34.792,57.0,-22.208,62998.8,8932664,-0.1107,21.0
AT,2022,Austria,25.31,21.6104,3.6996,14.6172,76.0792,36.0799,39.9994,52.576,34.075,57.0,-22.925,70865.6,8978929,0.051,25.0
AT,2023,Austria,24.62,21.6104,3.0096,12.2243,71.5963,36.0799,35.5165,49.6066,40.844,57.0,-16.156,71173.5,9104772,0.4044,19.0
AT,2024,Austria,24.38,21.6104,2.7696,11.3602,70.9999,36.0799,34.92,49.1832,42.951,57.0,-14.049,73427.6,9158750,0.505,17.0
BE,2005,Belgium,35.36,29.9146,5.4454,15.4,143.9155,63.2578,80.6577,56.0452,2.325,21.7,-19.375,33177.9,10478617,-0.9261,18.0
BE,2006,Belgium,34.94,29.9146,5.0254,14.3831,140.4689,63.2578,77.2112,54.9667,2.658,21.7,-19.042,35258.8,10547958,-0.8353,17.0
BE,2007,Belgium,33.83,29.9146,3.9154,11.5739,137.895,63.2578,74.6373,54.1262,3.14,21.7,-18.56,36799.5,10625700,-0.6847,18.0
BE,2008,Belgium,35.3,29.9146,5.3854,15.2562,139.5855,63.2578,76.3278,54.6817,3.611,21.7,-18.089,37883.2,10709973,-0.7797,18.0
BE,2009,Belgium,34.21,29.9146,4.2954,12.5561,132.0522,63.2578,68.7944,52.0964,4.746,21.7,-16.954,37885.9,10796493,-0.5346,19.0
BE,2010,Belgium,36.76,29.9146,6.8454,18.622,140.495,63.2578,77.2372,54.9751,6.004,21.7,-15.696,39844.4,10920272,-0.7119,21.0
BE,2011,Belgium,34.0,29.9146,4.0854,12.016,129.905,63.2578,66.6473,51.3046,6.302,21.7,-15.398,41244.7,11038264,-0.3734,17.0
BE,2012,Belgium,34.3,29.9146,4.3854,12.7855,128.0589,63.2578,64.8011,50.6026,7.086,21.7,-14.614,42483.6,11106932,-0.3181,19.0
BE,2013,Belgium,35.25,29.9146,5.3354,15.136,129.2315,63.2578,65.9737,51.0508,7.671,21.7,-14.029,43864.1,11159407,-0.3575,20.0
BE,2014,Belgium,32.84,29.9146,2.9254,8.9082,122.512,63.2578,59.2543,48.3661,8.038,21.7,-13.662,45147.5,11180840,-0.0754,20.0
BE,2015,Belgium,34.53,29.9146,4.6154,13.3665,127.1924,63.2578,63.9347,50.2661,8.06,21.7,-13.64,46084.2,11237274,-0.2504,21.0
BE,2016,Belgium,34.76,29.9146,4.8454,13.9397,126.1031,63.2578,62.8454,49.8365,8.744,21.7,-12.956,48414.6,11311117,-0.2042,19.0
BE,2017,Belgium,34.44,29.9146,4.5254,13.1401,124.0806,63.2578,60.8228,49.0188,9.136,21.7,-12.564,50255.9,11351727,-0.1291,17.0
BE,2018,Belgium,34.73,29.9146,4.8154,13.8654,124.6967,63.2578,61.439,49.2707,9.472,21.7,-12.228,52466.5,11398589,-0.1307,17.0
BE,2019,Belgium,34.03,29.9146,4.1154,12.0936,124.3926,63.2578,61.1349,49.1467,9.929,21.7,-11.771,56712.4,11455519,-0.035,17.0
BE,2020,Belgium,32.22,29.9146,2.3054,7.1553,115.6721,63.2578,52.4144,45.3129,13.0,21.7,-8.7,56119.6,11522440,0.4346,16.0
BE,2021,Belgium,34.6,29.9146,4.6854,13.5417,119.5214,63.2578,56.2637,47.0742,13.076,21.7,-8.624,60668.7,11554767,0.2157,16.0
BE,2022,Belgium,32.02,29.9146,2.1054,6.5754,111.9884,63.2578,48.7306,43.514,13.816,21.7,-7.884,67867.5,11617623,0.5487,12.0
BE,2023,Belgium,31.5,29.9146,1.5854,5.0331,107.2263,63.2578,43.9685,41.0053,14.741,21.7,-6.959,69818.2,11742796,0.7068,13.0
BE,2024,Belgium,32.29,29.9146,2.3754,7.3566,107.824,63.2578,44.5663,41.3324,14.336,21.7,-7.364,73027.9,11817096,0.6054,13.0
BG,2005,Bulgaria,9.77,8.793,0.977,10.0,64.9774,45.3396,19.6378,30.2225,9.173,35.0,-25.827,5206.9,7658972,-0.0183,9.0
BG,2006,Bulgaria,10.11,8.793,1.317,13.0267,66.2519,45.3396,20.9123,31.5648,9.415,35.0,-25.585,5758.6,7601022,-0.1147,10.0
BG,2007,Bulgaria,9.98,8.793,1.187,11.8938,70.0342,45.3396,24.6946,35.2608,9.098,35.0,-25.902,6458.0,7545338,-0.1412,10.0
BG,2008,Bulgaria,9.81,8.793,1.017,10.367,66.9248,45.3396,21.5852,32.2529,10.345,35.0,-24.655,7209.5,7492561,0.0056,7.0
BG,2009,Bulgaria,8.59,8.793,-0.203,-2.3632,58.6641,45.3396,13.3246,22.7134,12.005,35.0,-22.995,7116.0,7444443,0.5231,4.0
BG,2010,Bulgaria,8.83,8.793,0.037,0.419,61.6397,45.3396,16.3001,26.4442,13.927,35.0,-21.073,7506.1,7395599,0.5173,2.0
BG,2011,Bulgaria,9.25,8.793,0.457,4.9405,67.3019,45.3396,21.9624,32.6326,14.152,35.0,-20.848,8051.5,7348328,0.3445,7.0
BG,2012,Bulgaria,9.22,8.793,0.427,4.6312,62.4353,45.3396,17.0957,27.3815,15.837,35.0,-19.163,8395.1,7264890,0.4965,6.0
BG,2013,Bulgaria,8.78,8.793,-0.013,-0.1481,57.0464,45.3396,11.7068,20.5215,18.898,35.0,-16.102,8637.7,7160005,0.8357,4.0
BG,2014,Bulgaria,8.99,8.793,0.197,2.1913,60.5257,45.3396,15.1862,25.0905,18.05,35.0,-16.95,9198.6,7117453,0.6933,6.0
BG,2015,Bulgaria,9.49,8.793,0.697,7.3446,62.7186,45.3396,17.379,27.7095,18.261,35.0,-16.739,9664.0,7029690,0.5404,8.0
BG,2016,Bulgaria,9.65,8.793,0.857,8.8808,60.3089,45.3396,14.9693,24.821,18.76,35.0,-16.24,10607.0,6938759,0.551,7.0
BG,2017,Bulgaria,9.9,8.793,1.107,11.1818,62.5683,45.3396,17.2287,27.5358,18.695,35.0,-16.305,11410.5,6849518,0.4519,7.0
BG,2018,Bulgaria,9.92,8.793,1.127,11.3609,59.3596,45.3396,14.02,23.6188,20.581,35.0,-14.419,12269.6,6757418,0.5799,6.0
BG,2019,Bulgaria,9.85,8.793,1.057,10.731,57.7936,45.3396,12.454,21.5491,21.545,35.0,-13.455,13684.8,6664177,0.6664,6.0
BG,2020,Bulgaria,9.53,8.793,0.737,7.7335,52.5825,45.3396,7.243,13.7745,23.319,35.0,-11.681,13984.7,6569275,0.9062,6.0
BG,2021,Bulgaria,10.2,8.793,1.407,13.7941,59.1719,45.3396,13.8324,23.3766,19.445,35.0,-15.555,15828.3,6532117,0.4488,11.0
BG,2022,Bulgaria,9.92,8.793,1.127,11.3609,62.7432,45.3396,17.4036,27.7378,19.044,35.0,-15.956,18310.6,6482484,0.4617,14.0
BG,2023,Bulgaria,9.67,8.793,0.877,9.0693,49.6647,45.3396,4.3251,8.7086,22.549,35.0,-12.451,19137.3,6447710,0.8651,9.0
BG,2024,Bulgaria,9.89,8.793,1.097,11.092,46.6766,45.3396,1.337,2.8644,23.21,35.0,-11.79,21228.5,6445481,0.8745,10.0
CY,2005,Cyprus,1.83,1.7952,0.0348,1.9,9.2335,2.5116,6.7219,72.7987,3.131,33.0,-29.869,27763.2,738540,-1.3324,23.0
CY,2006,Cyprus,1.87,1.7952,0.0748,3.9984,9.3521,2.5116,6.8404,73.1433,3.263,33.0,-29.737,30015.0,750965,-1.4051,24.0
CY,2007,Cyprus,1.93,1.7952,0.1348,6.9829,9.6652,2.5116,7.1535,74.0133,4.001,33.0,-28.999,32889.0,767125,-1.5153,26.0
CY,2008,Cyprus,1.98,1.7952,0.1848,9.3318,9.8767,2.5116,7.365,74.5698,5.131,33.0,-27.869,34830.2,786632,-1.5689,27.0
CY,2009,Cyprus,1.94,1.7952,0.1448,7.4624,9.6837,2.5116,7.172,74.0627,5.92,33.0,-27.08,33883.6,808035,-1.431,28.0
CY,2010,Cyprus,1.93,1.7952,0.1348,6.9829,9.3535,2.5116,6.8419,73.1479,6.161,33.0,-26.839,33505.7,829446,-1.332,27.0
CY,2011,Cyprus,1.92,1.7952,0.1248,6.4984,9.1367,2.5116,6.6251,72.5109,6.245,33.0,-26.755,33406.2,850881,-1.2664,27.0
CY,2012,Cyprus,1.77,1.7952,-0.0252,-1.4254,8.604,2.5116,6.0923,70.808,7.111,33.0,-25.889,31980.9,863945,-0.9021,26.0
CY,2013,Cyprus,1.62,1.7952,-0.1752,-10.8167,7.9246,2.5116,5.4129,68.3052,8.428,33.0,-24.572,30470.7,862955,-0.4816,22.0
CY,2014,Cyprus,1.62,1.7952,-0.1752,-10.8167,8.3397,2.5116,5.8281,69.8838,9.144,33.0,-23.856,29894.1,860032,-0.5351,25.0
CY,2015,Cyprus,1.67,1.7952,-0.1252,-7.4988,8.4065,2.5116,5.8948,70.1221,9.903,33.0,-23.097,31388.9,860846,-0.5766,25.0
CY,2016,Cyprus,1.77,1.7952,-0.0252,-1.4254,8.8287,2.5116,6.3171,71.5519,9.833,33.0,-23.167,35244.9,863764,-0.8073,27.0
CY,2017,Cyprus,1.86,1.7952,0.0648,3.4823,9.0329,2.5116,6.5213,72.1946,10.478,33.0,-22.522,37767.2,869878,-0.9386,28.0
CY,2018,Cyprus,1.86,1.7952,0.0648,3.4823,8.9344,2.5116,6.4228,71.8881,13.873,33.0,-19.127,40261.4,878601,-0.7368,25.0
CY,2019,Cyprus,1.89,1.7952,0.0948,5.0143,8.9769,2.5116,6.4652,72.0206,13.777,33.0,-19.223,44393.8,890194,-0.7914,27.0
CY,2020,Cyprus,1.57,1.7952,-0.2252,-14.3459,8.6129,2.5116,6.1013,70.839,16.879,33.0,-16.121,42568.7,902429,-0.1181,26.0
CY,2021,Cyprus,1.69,1.7952,-0.1052,-6.2266,8.7563,2.5116,6.2447,71.3163,19.069,33.0,-13.931,47628.4,914476,-0.1942,24.0
CY,2022,Cyprus,1.82,1.7952,0.0248,1.361,9.0554,2.5116,6.5438,72.2639,19.427,33.0,-13.573,54845.1,929764,-0.4152,27.0
CY,2023,Cyprus,1.87,1.7952,0.0748,3.9984,9.1078,2.5116,6.5961,72.4228,20.213,33.0,-12.787,57317.5,949084,-0.4521,28.0
CY,2024,Cyprus,1.92,1.7952,0.1248,6.4984,9.3432,2.5116,6.8315,73.1175,20.844,33.0,-12.156,61271.3,966365,-0.5374,28.0
CZ,2005,Czechia,25.19,20.4039,4.7861,19.0,153.1457,89.8117,63.334,41.3554,7.113,30.0,-22.887,22065.4,10211216,-0.5094,15.0
CZ,2006,Czechia,25.47,20.4039,5.0661,19.8905,154.8529,89.8117,65.0412,42.0019,7.362,30.0,-22.638,23854.7,10238905,-0.5384,13.0
CZ,2007,Czechia,24.94,20.4039,4.5361,18.1881,156.691,89.8117,66.8792,42.6822,7.895,30.0,-22.105,26207.8,10298828,-0.4562,14.0
CZ,2008,Czechia,24.93,20.4039,4.5261,18.1552,150.3402,89.8117,60.5284,40.261,8.674,30.0,-21.326,27817.1,10384603,-0.3704,14.0
CZ,2009,Czechia,24.1,20.4039,3.6961,15.3365,143.2321,89.8117,53.4204,37.2964,9.977,30.0,-20.023,27573.3,10443936,-0.1528,16.0
CZ,2010,Czechia,24.39,20.4039,3.9861,16.3432,145.0687,89.8117,55.257,38.0902,10.513,30.0,-19.487,28042.3,10474410,-0.167,12.0
CZ,2011,Czechia,23.59,20.4039,3.1861,13.5061,142.5796,89.8117,52.7678,37.0094,10.945,30.0,-19.055,29235.6,10496088,-0.0322,14.0
CZ,2012,Czechia,23.55,20.4039,3.1461,13.3592,138.2693,89.8117,48.4575,35.0458,12.814,30.0,-17.186,29476.6,10510785,0.1082,13.0
CZ,2013,Czechia,23.33,20.4039,2.9261,12.5422,133.7778,89.8117,43.966,32.865,13.927,30.0,-16.073,31048.1,10514272,0.2267,12.0
CZ,2014,Czechia,22.65,20.4039,2.2461,9.9166,131.9113,89.8117,42.0996,31.9151,15.074,30.0,-14.926,32810.7,10512419,0.3853,11.0
CZ,2015,Czechia,23.29,20.4039,2.8861,12.392,133.526,89.8117,43.7142,32.7384,15.07,30.0,-14.93,34218.0,10538275,0.2997,13.0
CZ,2016,Czechia,23.89,20.4039,3.4861,14.5923,134.6853,89.8117,44.8735,33.3173,14.926,30.0,-15.074,36627.6,10553843,0.2134,13.0
CZ,2017,Czechia,24.66,20.4039,4.2561,17.2591,135.4786,89.8117,45.6669,33.7078,14.799,30.0,-15.201,39620.8,10578820,0.1104,13.0
CZ,2018,Czechia,24.43,20.4039,4.0261,16.4801,133.859,89.8117,44.0473,32.9057,15.139,30.0,-14.861,42016.4,10610055,0.1673,11.0
CZ,2019,Czechia,24.45,20.4039,4.0461,16.5485,128.1939,89.8117,38.3821,29.9407,16.239,30.0,-13.761,46139.6,10649800,0.2641,13.0
CZ,2020,Czechia,23.65,20.4039,3.2461,13.7256,118.2477,89.8117,28.4359,24.0477,17.303,30.0,-12.697,45675.1,10693939,0.4818,15.0
CZ,2021,Czechia,25.18,20.4039,4.7761,18.9678,123.5249,89.8117,33.7132,27.2926,17.614,30.0,-12.386,50019.1,10494836,0.2871,15.0
CZ,2022,Czechia,24.02,20.4039,3.6161,15.0545,121.9162,89.8117,32.1045,26.3332,18.123,30.0,-11.877,53270.2,10516707,0.4634,13.0
CZ,2023,Czechia,22.61,20.4039,2.2061,9.7572,108.8331,89.8117,19.0214,17.4776,18.586,30.0,-11.414,56104.3,10827529,0.7372,12.0
CZ,2024,Czechia,22.55,20.4039,2.1461,9.5171,100.3792,89.8117,10.5675,10.5276,19.211,30.0,-10.789,56104.3,10900555,0.8328,11.0
DE,2005,Germany,214.54,160.4759,54.0641,25.2,980.8167,556.0348,424.7819,43.309,7.167,41.0,-33.833,32763.6,82469422,-0.897,17.0
DE,2006,Germany,220.36,160.4759,59.8841,27.1756,987.4569,556.0348,431.4221,43.6902,8.466,41.0,-32.534,35263.9,82376451,-0.9354,18.0
DE,2007,Germany,207.44,160.4759,46.9641,22.6398,959.3779,556.0348,403.3431,42.0422,10.039,41.0,-30.961,37496.2,82266372,-0.6467,17.0
DE,2008,Germany,216.29,160.4759,55.8141,25.8052,958.308,556.0348,402.2732,41.9774,10.072,41.0,-30.928,39078.2,82110097,-0.7768,17.0
DE,2009,Germany,204.34,160.4759,43.8641,21.4662,892.9403,556.0348,336.9055,37.7299,10.851,41.0,-30.149,38202.9,81902307,-0.4994,17.0
DE,2010,Germany,217.36,160.4759,56.8841,26.1704,939.3062,556.0348,383.2714,40.8037,11.667,41.0,-29.333,40456.9,81012161,-0.7058,20.0
DE,2011,Germany,206.36,160.4759,45.8841,22.235,910.5429,556.0348,354.5081,38.9337,12.47,41.0,-28.53,43384.1,80274983,-0.4781,18.0
DE,2012,Germany,210.16,160.4759,49.6841,23.6411,921.4354,556.0348,365.4006,39.6556,13.549,41.0,-27.451,44234.5,80425823,-0.4998,22.0
DE,2013,Germany,215.64,160.4759,55.1641,25.5816,938.5372,556.0348,382.5024,40.7552,13.757,41.0,-27.243,45949.5,80645605,-0.59,25.0
DE,2014,Germany,204.4,160.4759,43.9241,21.4893,899.2232,556.0348,343.1884,38.165,14.381,41.0,-26.619,48060.8,80767463,-0.3559,22.0
DE,2015,Germany,207.14,160.4759,46.6641,22.5278,904.2443,556.0348,348.2095,38.5083,14.901,41.0,-26.099,48783.6,81197537,-0.3797,22.0
DE,2016,Germany,211.3,160.4759,50.8241,24.053,906.921,556.0348,350.8862,38.6898,14.885,41.0,-26.115,51858.7,82175684,-0.4454,22.0
DE,2017,Germany,212.97,160.4759,52.4941,24.6486,890.4565,556.0348,334.4217,37.5562,15.472,41.0,-25.528,54551.3,82521653,-0.4289,22.0
DE,2018,Germany,209.35,160.4759,48.8741,23.3456,859.3059,556.0348,303.2711,35.2926,16.66,41.0,-24.34,56833.9,82792351,-0.293,22.0
DE,2019,Germany,209.29,160.4759,48.8141,23.3237,806.0433,556.0348,250.0085,31.0168,17.266,41.0,-23.734,59953.1,83019213,-0.2132,21.0
DE,2020,Germany,197.42,160.4759,36.9441,18.7134,747.0268,556.0348,190.992,25.567,19.09,41.0,-21.91,59444.3,83166711,0.1013,24.0
DE,2021,Germany,201.95,160.4759,41.4741,20.5368,773.6886,556.0348,217.6538,28.132,19.281,41.0,-21.719,63548.2,83155031,0.015,19.0
DE,2022,Germany,196.94,160.4759,36.4641,18.5153,758.3872,556.0348,202.3524,26.6819,20.929,41.0,-20.071,69246.0,83237124,0.1757,19.0
DE,2023,Germany,186.9,160.4759,26.4241,14.1381,685.6584,556.0348,129.6236,18.905,21.547,41.0,-19.453,69758.2,83118501,0.4249,17.0
DE,2024,Germany,184.83,160.4759,24.3541,13.1765,674.3583,556.0348,118.3235,17.5461,22.474,41.0,-18.526,72693.0,83456045,0.5067,16.0
DK,2005,Denmark,15.5,13.702,1.798,11.6,65.9709,31.0597,34.9112,52.9191,15.955,58.0,-42.045,34243.8,5419432,-0.4263,14.0
DK,2006,Denmark,15.67,13.702,1.968,12.559,73.1747,31.0597,42.1151,57.5542,16.332,58.0,-41.668,37403.8,5437272,-0.5732,14.0
DK,2007,Denmark,15.72,13.702,2.018,12.8372,68.6771,31.0597,37.6174,54.7743,17.747,58.0,-40.253,39119.0,5461438,-0.4591,15.0
DK,2008,Denmark,15.53,13.702,1.828,11.7708,64.9763,31.0597,33.9166,52.1984,18.543,58.0,-39.457,41474.1,5493621,-0.3358,13.0
DK,2009,Denmark,14.8,13.702,1.098,7.4189,62.7426,31.0597,31.6829,50.4966,19.948,58.0,-38.052,40506.9,5523095,-0.1255,14.0
DK,2010,Denmark,15.52,13.702,1.818,11.7139,63.1292,31.0597,32.0695,50.7998,21.888,58.0,-36.112,43044.9,5547683,-0.2001,13.0
DK,2011,Denmark,14.82,13.702,1.118,7.5439,57.817,31.0597,26.7574,46.2794,23.389,58.0,-34.611,44446.6,5570572,0.0627,10.0
DK,2012,Denmark,14.47,13.702,0.768,5.3075,52.9598,31.0597,21.9001,41.3523,25.465,58.0,-32.535,44761.6,5591572,0.2733,9.0
DK,2013,Denmark,14.31,13.702,0.608,4.2488,54.5542,31.0597,23.4946,43.0665,27.173,58.0,-30.827,46883.2,5614932,0.3245,9.0
DK,2014,Denmark,13.85,13.702,0.148,1.0686,50.385,31.0597,19.3253,38.3553,29.31,58.0,-28.69,47880.7,5627235,0.544,7.0
DK,2015,Denmark,14.25,13.702,0.548,3.8456,48.2385,31.0597,17.1789,35.6124,30.469,58.0,-27.531,48919.2,5659715,0.5471,7.0
DK,2016,Denmark,14.66,13.702,0.958,6.5348,49.984,31.0597,18.9243,37.8607,31.715,58.0,-26.285,51814.3,5707251,0.4817,8.0
DK,2017,Denmark,14.76,13.702,1.058,7.168,47.703,31.0597,16.6434,34.8896,34.387,58.0,-23.613,55270.4,5748769,0.5854,5.0
DK,2018,Denmark,14.75,13.702,1.048,7.1051,47.6681,31.0597,16.6084,34.8418,35.159,58.0,-22.841,57231.3,5781190,0.6111,5.0
DK,2019,Denmark,14.5,13.702,0.798,5.5034,44.0304,31.0597,12.9708,29.4587,37.02,58.0,-20.98,60568.7,5806081,0.776,4.0
DK,2020,Denmark,13.25,13.702,-0.452,-3.4113,41.8742,31.0597,10.8146,25.8264,31.681,58.0,-26.319,62700.6,5822763,0.8726,7.0
DK,2021,Denmark,13.99,13.702,0.288,2.0586,43.2563,31.0597,12.1966,28.1961,41.813,58.0,-16.187,69355.4,5840045,1.0239,3.0
DK,2022,Denmark,13.41,13.702,-0.292,-2.1775,41.5535,31.0597,10.4938,25.2537,42.383,58.0,-15.617,77004.0,5873420,1.1732,2.0
DK,2023,Denmark,13.4,13.702,-0.302,-2.2537,38.9461,31.0597,7.8864,20.2495,44.396,58.0,-13.604,73282.7,5932654,1.2822,2.0
