Country_Code,Year,Country_Name,FEC_Mtoe,FEC_FF55_Target_Mtoe,FEC_Impl_Gap_Mtoe,FEC_Impl_Gap_Pct,GHG_MtCO2eq,GHG_FF55_Target_Mt,GHG_Impl_Gap_Mt,GHG_Impl_Gap_Pct,RES_Share_Pct,RES_FF55_Target_Pct,RES_Impl_Gap_Pct,GDP_per_capita_PPP,Population,Composite_Gap_Score,Composite_Rank_Desc
MT,2024,Malta,0.74,0.7953,-0.0553,-7.4784,2.2436,1.1339,1.1097,49.4603,17.21,24.5,-7.29,69981.2,563443,0.8849,9.0
NL,2005,Netherlands,52.63,38.4199,14.2101,27.0,222.2997,100.7177,121.582,54.6928,2.478,39.0,-36.522,37778.2,16319868,-1.4164,25.0
NL,2006,Netherlands,52.48,38.4199,14.0601,26.7913,218.483,100.7177,117.7653,53.9014,2.778,39.0,-36.222,41217.1,16346101,-1.3726,23.0
NL,2007,Netherlands,51.55,38.4199,13.1301,25.4706,218.6048,100.7177,117.887,53.927,3.298,39.0,-35.702,44204.2,16381696,-1.2917,23.0
NL,2008,Netherlands,52.5,38.4199,14.0801,26.8192,214.1106,100.7177,113.3929,52.96,3.596,39.0,-35.404,46713.2,16445593,-1.3131,23.0
NL,2009,Netherlands,50.62,38.4199,12.2001,24.1013,208.2436,100.7177,107.5258,51.6346,4.266,39.0,-34.734,44936.8,16530388,-1.1331,26.0
NL,2010,Netherlands,54.11,38.4199,15.6901,28.9967,219.8685,100.7177,119.1507,54.1918,3.917,39.0,-35.083,45307.4,16615394,-1.4311,28.0
NL,2011,Netherlands,50.3,38.4199,11.8801,23.6185,206.761,100.7177,106.0432,51.2878,4.524,39.0,-34.476,47004.3,16693074,-1.0934,26.0
NL,2012,Netherlands,50.35,38.4199,11.9301,23.6943,203.8854,100.7177,103.1677,50.6008,4.659,39.0,-34.341,47653.2,16754962,-1.0746,27.0
NL,2013,Netherlands,50.28,38.4199,11.8601,23.5881,201.6783,100.7177,100.9606,50.0602,4.691,39.0,-34.309,49623.3,16804432,-1.0567,28.0
NL,2014,Netherlands,45.85,38.4199,7.4301,16.2052,193.5741,100.7177,92.8563,47.9694,5.415,39.0,-33.585,49751.3,16829289,-0.7024,27.0
NL,2015,Netherlands,47.04,38.4199,8.6201,18.325,201.5296,100.7177,100.8119,50.0234,5.714,39.0,-33.286,50970.1,16900726,-0.8072,28.0
NL,2016,Netherlands,48.08,38.4199,9.6601,20.0917,202.6787,100.7177,101.961,50.3067,5.846,39.0,-33.154,53163.3,16979120,-0.8727,28.0
NL,2017,Netherlands,48.36,38.4199,9.9401,20.5544,198.731,100.7177,98.0132,49.3195,6.507,39.0,-32.493,56038.5,17081507,-0.8388,26.0
NL,2018,Netherlands,48.7,38.4199,10.2801,21.109,191.8839,100.7177,91.1662,47.5111,7.394,39.0,-31.606,58818.0,17181084,-0.7827,26.0
NL,2019,Netherlands,47.78,38.4199,9.3601,19.59,186.7,100.7177,85.9823,46.0537,8.886,39.0,-30.114,62344.8,17282163,-0.6296,25.0
NL,2020,Netherlands,43.76,38.4199,5.3401,12.2032,170.3436,100.7177,69.6259,40.8738,13.999,39.0,-25.001,62594.8,17407585,-0.0587,25.0
NL,2021,Netherlands,45.31,38.4199,6.8901,15.2066,173.5896,100.7177,72.8719,41.9794,13.116,39.0,-25.884,68573.7,17475415,-0.2131,26.0
NL,2022,Netherlands,41.66,38.4199,3.2401,7.7775,160.2836,100.7177,59.5658,37.1628,15.134,39.0,-23.866,77152.1,17590672,0.179,18.0
NL,2023,Netherlands,40.84,38.4199,2.4201,5.9258,149.4884,100.7177,48.7707,32.6251,17.42,39.0,-21.58,77024.7,17811291,0.3922,20.0
NL,2024,Netherlands,41.69,38.4199,3.2701,7.8438,145.0067,100.7177,44.289,30.5427,20.18,39.0,-18.82,83354.0,17942942,0.4876,18.0
PL,2005,Poland,57.81,58.5037,-0.6937,-1.2,409.9523,231.055,178.8973,43.6386,6.867,29.8,-22.933,13937.1,38165445,0.0331,8.0
PL,2006,Poland,60.34,58.5037,1.8363,3.0432,423.2401,231.055,192.1851,45.4081,6.859,29.8,-22.941,15211.7,38141267,-0.1032,9.0
PL,2007,Poland,60.54,58.5037,2.0363,3.3635,420.4154,231.055,189.3604,45.0413,6.903,29.8,-22.897,16835.9,38120560,-0.1021,8.0
PL,2008,Poland,61.62,58.5037,3.1163,5.0573,411.6412,231.055,180.5862,43.8698,7.686,29.8,-22.114,18377.1,38125759,-0.0794,10.0
PL,2009,Poland,61.04,58.5037,2.5363,4.1551,395.3078,231.055,164.2527,41.5506,8.676,29.8,-21.124,19289.2,38079373,0.0417,12.0
PL,2010,Poland,65.72,58.5037,7.2163,10.9803,414.1734,231.055,183.1183,44.213,9.281,29.8,-20.519,20993.5,38042794,-0.1603,11.0
PL,2011,Poland,64.05,58.5037,5.5463,8.6593,410.7148,231.055,179.6598,43.7432,10.337,29.8,-19.463,22815.8,38063255,-0.0213,13.0
PL,2012,Poland,63.73,58.5037,5.2263,8.2007,405.0957,231.055,174.0407,42.9629,10.955,29.8,-18.845,23730.7,38063164,0.0416,14.0
PL,2013,Poland,62.55,58.5037,4.0463,6.4689,399.1533,231.055,168.0983,42.1137,11.452,29.8,-18.348,24439.4,38040196,0.1335,13.0
PL,2014,Poland,60.68,58.5037,2.1763,3.5865,385.4238,231.055,154.3688,40.0517,11.605,29.8,-18.195,25463.5,38017856,0.2523,14.0
PL,2015,Poland,61.38,58.5037,2.8763,4.686,387.923,231.055,156.8679,40.4379,11.881,29.8,-17.919,26998.8,38005614,0.2337,15.0
PL,2016,Poland,65.66,58.5037,7.1563,10.899,399.4495,231.055,168.3945,42.1566,11.396,29.8,-18.404,28369.6,37967209,0.0017,16.0
PL,2017,Poland,69.89,58.5037,11.3863,16.2917,412.81,231.055,181.755,44.0287,11.059,29.8,-18.741,30180.2,37972964,-0.2239,18.0
PL,2018,Poland,73.84,58.5037,15.3363,20.7696,411.6684,231.055,180.6134,43.8735,14.936,29.8,-14.864,32360.9,37976687,-0.1557,18.0
PL,2019,Poland,72.68,58.5037,14.1763,19.5051,392.6558,231.055,161.6007,41.1558,15.377,29.8,-14.423,35898.8,37972812,-0.0366,18.0
PL,2020,Poland,70.34,58.5037,11.8363,16.8272,375.6244,231.055,144.5693,38.4877,16.102,29.8,-13.698,37438.5,37958138,0.143,22.0
PL,2021,Poland,74.34,58.5037,15.8363,21.3025,403.1414,231.055,172.0864,42.6864,15.623,29.8,-14.177,41069.4,37073357,-0.1155,22.0
PL,2022,Poland,71.32,58.5037,12.8163,17.9701,384.9357,231.055,153.8807,39.9757,16.891,29.8,-12.909,44909.6,36889761,0.1267,22.0
PL,2023,Poland,69.61,58.5037,11.1063,15.955,354.3109,231.055,123.2559,34.7875,16.564,29.8,-13.236,45585.7,36753736,0.2512,24.0
PL,2024,Poland,69.7,58.5037,11.1963,16.0635,348.195,231.055,117.14,33.6421,17.77,29.8,-12.03,49239.4,36620970,0.333,23.0
PT,2005,Portugal,19.01,14.3906,4.6194,24.3,84.7248,25.9366,58.7882,69.3872,19.523,51.0,-31.477,22725.3,10503330,-1.3266,22.0
PT,2006,Portugal,18.74,14.3906,4.3494,23.2093,79.9003,25.9366,53.9637,67.5388,20.792,51.0,-30.208,24682.6,10522288,-1.135,20.0
PT,2007,Portugal,18.96,14.3906,4.5694,24.1004,78.1636,25.9366,52.227,66.8176,21.907,51.0,-29.093,25738.9,10542964,-1.0964,22.0
PT,2008,Portugal,18.45,14.3906,4.0594,22.0023,75.7956,25.9366,49.859,65.7809,22.929,51.0,-28.071,26665.8,10558177,-0.9255,20.0
PT,2009,Portugal,18.24,14.3906,3.8494,21.1043,74.9566,25.9366,49.02,65.3979,24.405,51.0,-26.595,26458.1,10568247,-0.8219,21.0
PT,2010,Portugal,18.15,14.3906,3.7594,20.7131,69.519,25.9366,43.5824,62.6914,24.15,51.0,-26.85,27295.1,10573100,-0.6995,19.0
PT,2011,Portugal,17.36,14.3906,2.9694,17.105,67.7323,25.9366,41.7957,61.7072,24.603,51.0,-26.397,26760.2,10565836,-0.5139,21.0
PT,2012,Portugal,16.03,14.3906,1.6394,10.2273,66.2532,25.9366,40.3166,60.8523,24.574,51.0,-26.426,26434.6,10531420,-0.2611,17.0
PT,2013,Portugal,15.84,14.3906,1.4494,9.1504,64.6378,25.9366,38.7012,59.874,25.699,51.0,-25.301,27921.5,10473991,-0.1563,18.0
PT,2014,Portugal,15.76,14.3906,1.3694,8.6893,64.4135,25.9366,38.477,59.7343,29.508,51.0,-21.492,28713.3,10444092,-0.0074,18.0
PT,2015,Portugal,16.0,14.3906,1.6094,10.0589,68.8611,25.9366,42.9245,62.3349,30.514,51.0,-20.486,29548.2,10395121,-0.1079,17.0
PT,2016,Portugal,16.19,14.3906,1.7994,11.1145,67.7448,25.9366,41.8082,61.7143,30.864,51.0,-20.136,31494.5,10368554,-0.1038,17.0
PT,2017,Portugal,16.56,14.3906,2.1694,13.1004,72.8197,25.9366,46.8831,64.3825,30.611,51.0,-20.389,32843.9,10344478,-0.2826,19.0
PT,2018,Portugal,16.87,14.3906,2.4794,14.6973,68.8776,25.9366,42.941,62.3439,30.203,51.0,-20.797,34725.2,10335770,-0.2642,20.0
PT,2019,Portugal,17.13,14.3906,2.7394,15.992,64.5604,25.9366,38.6238,59.8258,30.623,51.0,-20.377,37616.2,10333496,-0.2011,20.0
PT,2020,Portugal,14.96,14.3906,0.5694,3.8064,58.6825,25.9366,32.7459,55.8018,33.982,51.0,-17.018,35662.7,10375395,0.4022,17.0
PT,2021,Portugal,15.68,14.3906,1.2894,8.2234,56.9598,25.9366,31.0232,54.4651,33.982,51.0,-17.018,38487.2,10394297,0.3187,14.0
PT,2022,Portugal,16.71,14.3906,2.3194,13.8805,57.3189,25.9366,31.3823,54.7504,34.675,51.0,-16.325,44410.3,10421117,0.1627,20.0
PT,2023,Portugal,17.2,14.3906,2.8094,16.3339,54.9777,25.9366,29.0411,52.8234,35.163,51.0,-15.837,47856.5,10516621,0.1476,25.0
PT,2024,Portugal,17.41,14.3906,3.0194,17.3431,53.1696,25.9366,27.233,51.2191,36.319,51.0,-14.681,51465.6,10639726,0.1908,25.0
RO,2005,Romania,23.71,22.5008,1.2092,5.1,138.3283,108.4565,29.8718,21.5949,17.571,38.3,-20.729,9602.1,21319685,0.5513,2.0
RO,2006,Romania,23.94,22.5008,1.4392,6.0117,144.7726,108.4565,36.3161,25.0849,17.096,38.3,-21.204,11556.6,21193760,0.4721,1.0
RO,2007,Romania,23.29,22.5008,0.7892,3.3886,142.5096,108.4565,34.0531,23.8953,18.195,38.3,-20.105,13703.2,20882982,0.6033,1.0
RO,2008,Romania,24.08,22.5008,1.5792,6.5582,140.0451,108.4565,31.5885,22.5559,20.204,38.3,-18.096,16782.1,20537875,0.6233,1.0
RO,2009,Romania,21.92,22.5008,-0.5808,-2.6496,118.2457,108.4565,9.7892,8.2787,22.157,38.3,-16.143,16632.2,20367487,1.0546,1.0
RO,2010,Romania,22.2,22.5008,-0.3008,-1.3549,116.5131,108.4565,8.0566,6.9148,22.834,38.3,-15.466,17356.7,20246871,1.0645,1.0
RO,2011,Romania,22.74,22.5008,0.2392,1.0519,122.4102,108.4565,13.9537,11.3991,21.743,38.3,-16.557,18803.8,20147528,0.9269,1.0
RO,2012,Romania,22.76,22.5008,0.2592,1.1389,119.3905,108.4565,10.934,9.1582,22.825,38.3,-15.475,19805.3,20058035,0.9896,1.0
RO,2013,Romania,21.8,22.5008,-0.7008,-3.2146,111.2215,108.4565,2.7649,2.4859,23.886,38.3,-14.414,19673.2,19983693,1.1824,1.0
RO,2014,Romania,21.68,22.5008,-0.8208,-3.7859,111.3112,108.4565,2.8547,2.5646,24.845,38.3,-13.455,20625.3,19947311,1.2385,1.0
RO,2015,Romania,21.84,22.5008,-0.6608,-3.0256,112.2452,108.4565,3.7886,3.3753,24.785,38.3,-13.515,21623.1,19870647,1.2139,1.0
RO,2016,Romania,22.23,22.5008,-0.2708,-1.2181,111.5446,108.4565,3.088,2.7684,25.032,38.3,-13.268,23899.6,19760585,1.1871,1.0
RO,2017,Romania,23.32,22.5008,0.8192,3.5129,115.2104,108.4565,6.7538,5.8621,24.454,38.3,-13.846,26937.2,19643949,1.0256,1.0
RO,2018,Romania,23.58,22.5008,1.0792,4.5768,116.06,108.4565,7.6035,6.5514,23.875,38.3,-14.425,29367.3,19533481,0.967,2.0
RO,2019,Romania,23.87,22.5008,1.3692,5.7361,113.9659,108.4565,5.5094,4.8343,24.29,38.3,-14.01,33385.8,19414458,0.9656,2.0
RO,2020,Romania,23.52,22.5008,1.0192,4.3334,108.1538,108.4565,-0.3027,-0.2799,24.478,38.3,-13.822,34138.9,19328838,1.0413,3.0
RO,2021,Romania,25.36,22.5008,2.8592,11.2745,113.4783,108.4565,5.0218,4.4253,23.871,38.3,-14.429,37495.9,19201662,0.7898,6.0
RO,2022,Romania,24.01,22.5008,1.5092,6.2858,107.3061,108.4565,-1.1505,-1.0722,24.229,38.3,-14.071,42056.5,19042455,0.9819,4.0
RO,2023,Romania,23.3,22.5008,0.7992,3.4301,101.2864,108.4565,-7.1702,-7.0791,25.757,38.3,-12.543,45362.2,19054548,1.1583,4.0
RO,2024,Romania,23.35,22.5008,0.8492,3.6369,101.8576,108.4565,-6.599,-6.4787,25.378,38.3,-12.922,48720.5,19067576,1.1327,3.0
SE,2005,Sweden,32.36,30.0948,2.2652,7.0,71.9241,33.8633,38.0608,52.918,39.982,67.0,-27.018,34208.9,9029572,0.2713,4.0
SE,2006,Sweden,32.39,30.0948,2.2952,7.0861,72.1766,33.8633,38.3133,53.0827,41.734,67.0,-25.266,37668.2,9080505,0.3105,3.0
SE,2007,Sweden,32.47,30.0948,2.3752,7.3151,69.7622,33.8633,35.8989,51.459,43.224,67.0,-23.776,40823.4,9148092,0.3826,2.0
SE,2008,Sweden,31.91,30.0948,1.8152,5.6885,68.0879,33.8633,34.2245,50.2652,43.922,67.0,-23.078,41913.5,9219637,0.4729,2.0
SE,2009,Sweden,30.99,30.0948,0.8952,2.8887,63.0904,33.8633,29.227,46.3256,47.024,67.0,-19.976,40081.6,9298515,0.7091,2.0
SE,2010,Sweden,33.09,30.0948,2.9952,9.0517,69.1866,33.8633,35.3232,51.055,46.099,67.0,-20.901,41961.0,9378126,0.4176,5.0
SE,2011,Sweden,31.7,30.0948,1.6052,5.0637,64.633,33.8633,30.7697,47.6068,47.632,67.0,-19.368,44334.2,9449213,0.6431,3.0
SE,2012,Sweden,31.86,30.0948,1.7652,5.5405,61.748,33.8633,27.8846,45.1587,49.403,67.0,-17.597,45216.9,9519374,0.7237,3.0
SE,2013,Sweden,31.27,30.0948,1.1752,3.7582,59.711,33.8633,25.8477,43.288,50.153,67.0,-16.847,46104.9,9600379,0.8238,5.0
SE,2014,Sweden,30.48,30.0948,0.3852,1.2638,58.3613,33.8633,24.498,41.9764,51.151,67.0,-15.849,46836.8,9644864,0.935,2.0
SE,2015,Sweden,31.07,30.0948,0.9752,3.1387,58.3909,33.8633,24.5275,42.0057,52.22,67.0,-14.78,48775.8,9747355,0.9153,2.0
SE,2016,Sweden,31.5,30.0948,1.4052,4.461,58.0175,33.8633,24.1541,41.6325,52.597,67.0,-14.403,50215.0,9851017,0.8969,2.0
SE,2017,Sweden,31.37,30.0948,1.2752,4.065,57.3362,33.8633,23.4729,40.9391,53.39,67.0,-13.61,51386.6,9995153,0.9392,2.0
SE,2018,Sweden,31.23,30.0948,1.1352,3.635,54.8468,33.8633,20.9835,38.2584,53.916,67.0,-13.084,52962.2,10120242,1.0048,1.0
SE,2019,Sweden,30.74,30.0948,0.6452,2.0989,54.9209,33.8633,21.0576,38.3417,55.785,67.0,-11.215,56881.1,10230185,1.0916,1.0
SE,2020,Sweden,29.81,30.0948,-0.2848,-0.9554,53.7054,33.8633,19.842,36.946,60.124,67.0,-6.876,57396.3,10327589,1.2991,1.0
SE,2021,Sweden,30.94,30.0948,0.8452,2.7317,55.8177,33.8633,21.9544,39.3323,62.527,67.0,-4.473,62190.9,10379295,1.2371,1.0
SE,2022,Sweden,30.1,30.0948,0.0052,0.0173,52.8307,33.8633,18.9674,35.9022,66.287,67.0,-0.713,65571.8,10452326,1.4513,1.0
SE,2023,Sweden,30.17,30.0948,0.0752,0.2493,51.4013,33.8633,17.538,34.1198,66.393,67.0,-0.607,66118.3,10521556,1.4718,1.0
SE,2024,Sweden,30.89,30.0948,0.7952,2.5743,52.5658,33.8633,18.7025,35.5792,62.846,67.0,-4.154,70008.8,10551707,1.3026,2.0
SI,2005,Slovenia,5.13,4.2989,0.8311,16.2,23.5076,9.4833,14.0243,59.6585,19.809,33.0,-13.191,23678.4,2000474,-0.2028,11.0
SI,2006,Slovenia,5.12,4.2989,0.8211,16.0363,23.5878,9.4833,14.1045,59.7957,18.416,33.0,-14.584,25564.0,2006868,-0.2758,12.0
SI,2007,Slovenia,5.14,4.2989,0.8411,16.363,23.5153,9.4833,14.0319,59.6714,19.675,33.0,-13.325,27458.9,2010323,-0.216,12.0
SI,2008,Slovenia,5.5,4.2989,1.2011,21.8375,24.1343,9.4833,14.6509,60.7058,18.646,33.0,-14.354,29451.4,2021316,-0.508,16.0
SI,2009,Slovenia,4.86,4.2989,0.5611,11.5444,21.8701,9.4833,12.3867,56.6376,20.765,33.0,-12.235,27187.9,2039669,0.0945,11.0
SI,2010,Slovenia,5.07,4.2989,0.7711,15.2083,22.0039,9.4833,12.5206,56.9017,21.081,33.0,-11.919,27579.3,2048583,-0.014,10.0
SI,2011,Slovenia,5.05,4.2989,0.7511,14.8725,21.0234,9.4833,11.5401,54.8916,20.937,33.0,-12.063,28715.7,2052843,0.0468,11.0
SI,2012,Slovenia,4.91,4.2989,0.6111,12.4452,20.3663,9.4833,10.8829,53.4358,21.551,33.0,-11.449,28792.2,2057159,0.196,10.0
SI,2013,Slovenia,4.81,4.2989,0.5111,10.6249,20.324,9.4833,10.8406,53.339,23.16,33.0,-9.84,29639.9,2059953,0.3397,8.0
SI,2014,Slovenia,4.61,4.2989,0.3111,6.7475,18.6784,9.4833,9.1951,49.2284,22.459,33.0,-10.541,30574.6,2061085,0.5105,9.0
SI,2015,Slovenia,4.72,4.2989,0.4211,8.9208,18.888,9.4833,9.4047,49.7919,22.879,33.0,-10.121,31348.1,2062874,0.459,12.0
SI,2016,Slovenia,4.89,4.2989,0.5911,12.0871,19.792,9.4833,10.3086,52.0847,21.975,33.0,-11.025,33581.9,2064188,0.2632,12.0
SI,2017,Slovenia,4.96,4.2989,0.6611,13.3278,20.0988,9.4833,10.6154,52.8162,21.658,33.0,-11.342,36190.0,2065895,0.1893,12.0
SI,2018,Slovenia,4.97,4.2989,0.6711,13.5022,20.0332,9.4833,10.5499,52.662,21.378,33.0,-11.622,38656.2,2066880,0.1727,10.0
SI,2019,Slovenia,4.87,4.2989,0.5711,11.7261,19.3546,9.4833,9.8713,51.0023,21.968,33.0,-11.032,42360.6,2080908,0.2995,11.0
SI,2020,Slovenia,4.41,4.2989,0.1111,2.5184,18.0238,9.4833,8.5404,47.3841,25.0,33.0,-8.0,41759.7,2095861,0.7953,10.0
SI,2021,Slovenia,4.73,4.2989,0.4311,9.1133,18.1905,9.4833,8.7071,47.8662,25.0,33.0,-8.0,45930.3,2108977,0.6066,8.0
SI,2022,Slovenia,4.73,4.2989,0.4311,9.1133,17.4982,9.4833,8.0149,45.8041,25.002,33.0,-7.998,51119.8,2107180,0.6472,10.0
SI,2023,Slovenia,4.48,4.2989,0.1811,4.0415,16.6771,9.4833,7.1938,43.1357,25.066,33.0,-7.934,54033.5,2116972,0.8383,10.0
SI,2024,Slovenia,4.59,4.2989,0.2911,6.3412,17.3369,9.4833,7.8535,45.2993,25.001,33.0,-7.999,56895.8,2123949,0.7348,12.0
SK,2005,Slovakia,10.44,8.6026,1.8374,17.6,51.0954,33.2301,17.8653,34.9646,6.36,25.0,-18.64,16526.3,5372807,-0.3359,13.0
SK,2006,Slovakia,10.15,8.6026,1.5474,15.2457,51.3174,33.2301,18.0872,35.2458,6.584,25.0,-18.416,18847.1,5373054,-0.2429,11.0
SK,2007,Slovakia,10.23,8.6026,1.6274,15.9085,50.2455,33.2301,17.0153,33.8644,7.766,25.0,-17.234,21146.7,5374622,-0.1646,11.0
SK,2008,Slovakia,10.59,8.6026,1.9874,18.7671,50.1037,33.2301,16.8736,33.6773,7.723,25.0,-17.277,23597.3,5379233,-0.2659,11.0
SK,2009,Slovakia,9.7,8.6026,1.0974,11.3138,45.7646,33.2301,12.5345,27.3891,9.368,25.0,-15.632,22931.9,5386406,0.1703,10.0
SK,2010,Slovakia,11.13,8.6026,2.5274,22.7084,49.1014,33.2301,15.8712,32.3233,9.099,25.0,-15.901,25204.3,5391428,-0.3038,14.0
SK,2011,Slovakia,10.45,8.6026,1.8474,17.6789,47.48,33.2301,14.2498,30.0122,10.348,25.0,-14.652,26203.0,5398384,0.0008,12.0
SK,2012,Slovakia,9.99,8.6026,1.3874,13.8883,45.3814,33.2301,12.1513,26.7759,10.453,25.0,-14.547,27029.5,5407579,0.1716,11.0
SK,2013,Slovakia,10.15,8.6026,1.5474,15.2457,45.8419,33.2301,12.6117,27.5113,10.133,25.0,-14.867,28077.5,5413393,0.0968,14.0
SK,2014,Slovakia,9.15,8.6026,0.5474,5.983,43.0451,33.2301,9.8149,22.8014,11.713,25.0,-13.287,29108.6,5415949,0.5335,8.0
SK,2015,Slovakia,9.57,8.6026,0.9674,10.1091,43.9296,33.2301,10.6995,24.356,12.882,25.0,-12.118,30164.1,5421349,0.4833,10.0
SK,2016,Slovakia,9.93,8.6026,1.3274,13.368,44.8014,33.2301,11.5712,25.8278,12.029,25.0,-12.971,29868.0,5426252,0.3084,11.0
SK,2017,Slovakia,10.58,8.6026,1.9774,18.6904,47.0651,33.2301,13.8349,29.3953,11.465,25.0,-13.535,30250.5,5435343,0.0496,15.0
SK,2018,Slovakia,10.45,8.6026,1.8474,17.6789,46.6697,33.2301,13.4396,28.7972,11.896,25.0,-13.104,31514.2,5443120,0.1226,13.0
SK,2019,Slovakia,10.25,8.6026,1.6474,16.0726,44.0185,33.2301,10.7883,24.5086,16.894,25.0,-8.106,33991.3,5450421,0.5727,8.0
SK,2020,Slovakia,9.59,8.6026,0.9874,10.2966,41.9962,33.2301,8.7661,20.8736,17.345,25.0,-7.655,35317.1,5457873,0.8224,8.0
SK,2021,Slovakia,10.46,8.6026,1.8574,17.7576,46.3719,33.2301,13.1417,28.3398,17.419,25.0,-7.581,38376.7,5459781,0.5116,10.0
SK,2022,Slovakia,9.86,8.6026,1.2574,12.7529,42.5243,33.2301,9.2941,21.856,17.481,25.0,-7.519,40872.4,5434712,0.7477,8.0
SK,2023,Slovakia,9.1,8.6026,0.4974,5.4664,40.3077,33.2301,7.0776,17.5589,16.99,25.0,-8.01,43598.3,5428792,0.9626,7.0
SK,2024,Slovakia,8.96,8.6026,0.3574,3.9893,39.0008,33.2301,5.7706,14.7961,18.092,25.0,-6.908,46584.6,5424687,1.1007,5.0
